cod,provincia,nome,alt,data,insolacao,lat,lon
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-29 00:00:00,"0,5",41.144999999999996,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-30 00:00:00,"8,8",41.144999999999996,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-31 00:00:00,"8,0",41.144999999999996,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-01,"8,9",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-02,"3,6",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-03,"9,0",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-04,"1,5",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-05,"8,2",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-06,"3,5",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-07,"6,9",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-08,"8,9",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-09,"5,6",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-10,"7,1",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-11,"3,2",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-12,"3,8",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-13,"2,1",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-14,"1,4",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-15 00:00:00,"0,0",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-16 00:00:00,"0,3",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-17 00:00:00,"2,9",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-18 00:00:00,"6,6",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-19 00:00:00,"7,4",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-20 00:00:00,"1,3",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-21 00:00:00,"0,3",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-22 00:00:00,"3,1",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-23 00:00:00,"0,5",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-24 00:00:00,"3,5",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-25 00:00:00,"0,0",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-26 00:00:00,"0,0",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-27 00:00:00,"0,2",41.145,1.163611111111111
0016A,TARRAGONA,REUS AEROPUERTO,71,2025-12-28 00:00:00,"1,2",41.145,1.163611111111111
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-29 00:00:00,"0,0",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-30 00:00:00,"5,4",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-31 00:00:00,"1,5",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-01,"5,5",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-02,"1,0",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-03,"4,5",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-04,"1,3",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-05,"4,2",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-06,"3,2",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-07,"2,5",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-08,"5,4",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-09,"2,6",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-10,"3,6",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-11,"1,0",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-12,"4,3",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-13,"0,6",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-14,"1,1",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-15 00:00:00,"0,9",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-16 00:00:00,"0,2",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-17 00:00:00,"2,5",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-18 00:00:00,"4,9",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-19 00:00:00,"0,1",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-20 00:00:00,"0,0",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-21 00:00:00,"2,0",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-22 00:00:00,"0,0",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-23 00:00:00,"0,0",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-24 00:00:00,"3,3",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-25 00:00:00,"0,0",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-26 00:00:00,"0,0",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-27 00:00:00,"0,0",41.29277777777778,2.0700000000000003
0076,BARCELONA,BARCELONA AEROPUERTO,4,2025-12-28 00:00:00,"4,8",41.29277777777778,2.0700000000000003
0149X,BARCELONA,MANRESA,291,2025-12-29 00:00:00,"0,0",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-30 00:00:00,"0,0",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-31 00:00:00,"3,3",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-01,"6,0",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-02,"5,1",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-03,"5,5",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-04,"1,0",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-05,"6,7",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-06,"5,9",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-07,"5,1",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-08,"6,3",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-09,"7,0",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-10,"6,8",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-11,"4,0",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-12,"0,6",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-13,"5,6",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-14,"5,0",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-15 00:00:00,"0,6",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-16 00:00:00,"0,0",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-17 00:00:00,"3,5",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-18 00:00:00,"0,0",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-19 00:00:00,"2,6",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-20 00:00:00,"0,0",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-21 00:00:00,"0,0",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-22 00:00:00,"0,7",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-23 00:00:00,"0,0",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-24 00:00:00,"4,4",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-25 00:00:00,"0,1",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-26 00:00:00,"0,0",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-27 00:00:00,"0,0",41.72,1.840277777777778
0149X,BARCELONA,MANRESA,291,2025-12-28 00:00:00,"6,1",41.72,1.840277777777778
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-29 00:00:00,"1,6",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-31 00:00:00,"8,5",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-01,"8,4",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-02,"2,6",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-03,"7,4",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-04,"2,2",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-05,"8,3",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-06,"6,9",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-07,"7,6",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-08,"8,4",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-09,"8,1",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-10,"7,8",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-11,"7,0",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-12,"6,4",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-13,"3,7",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-14,"4,6",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-15 00:00:00,"0,0",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-16 00:00:00,"4,7",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-17 00:00:00,"5,0",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-18 00:00:00,"7,8",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-19 00:00:00,"0,5",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-20 00:00:00,"0,0",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-21 00:00:00,"5,0",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-22 00:00:00,"0,0",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-23 00:00:00,"0,9",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-24 00:00:00,"6,9",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-25 00:00:00,"0,0",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-26 00:00:00,"0,0",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-27 00:00:00,"0,0",41.91166666666666,2.763333333333333
0367,GIRONA,GIRONA AEROPUERTO,143,2025-12-28 00:00:00,"4,8",41.91166666666666,2.763333333333333
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-29 00:00:00,"6,0",43.356944444444444,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-30 00:00:00,"0,0",43.356944444444444,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-31 00:00:00,"0,0",43.356944444444444,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-01,"5,9",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-02,"1,6",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-03,"0,0",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-04,"0,0",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-05,"0,8",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-06,"0,0",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-07,"1,9",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-08,"4,1",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-09,"0,1",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-10,"0,0",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-11,"2,2",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-12,"0,0",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-13,"5,8",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-14,"7,1",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-15 00:00:00,"3,2",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-16 00:00:00,"0,0",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-17 00:00:00,"2,6",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-18 00:00:00,"4,1",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-19 00:00:00,"0,0",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-20 00:00:00,"0,8",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-21 00:00:00,"0,0",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-22 00:00:00,"0,5",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-23 00:00:00,"0,0",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-24 00:00:00,"0,0",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-25 00:00:00,"5,9",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-26 00:00:00,"1,9",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-27 00:00:00,"5,3",43.35694444444445,-1.7922222222222222
1014,GIPUZKOA,"HONDARRIBIA, MALKARROA",4,2025-12-28 00:00:00,"4,3",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-29 00:00:00,"6,0",43.356944444444444,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-30 00:00:00,"0,0",43.356944444444444,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-31 00:00:00,"0,0",43.356944444444444,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-01,"5,9",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-02,"1,6",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-03,"0,0",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-04,"0,0",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-05,"0,8",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-06,"0,0",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-07,"1,9",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-08,"4,1",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-09,"0,1",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-10,"0,0",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-11,"2,2",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-12,"0,0",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-13,"5,8",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-14,"7,1",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-15 00:00:00,"3,2",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-16 00:00:00,"0,0",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-17 00:00:00,"2,6",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-18 00:00:00,"4,1",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-19 00:00:00,"0,0",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-20 00:00:00,"0,8",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-21 00:00:00,"0,0",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-22 00:00:00,"0,5",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-23 00:00:00,"0,0",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-24 00:00:00,"0,0",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-25 00:00:00,"5,9",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-26 00:00:00,"1,9",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-27 00:00:00,"5,3",43.35694444444445,-1.7922222222222222
1014A,GIPUZKOA,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,4,2025-12-28 00:00:00,"4,3",43.35694444444445,-1.7922222222222222
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-29 00:00:00,"7,7",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-30 00:00:00,"0,0",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-31 00:00:00,"0,0",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-01,"6,7",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-02,"3,8",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-03,"0,1",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-04,"0,4",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-05,"1,4",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-06,"0,0",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-07,"3,8",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-08,"6,0",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-09,"1,1",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-10,"0,0",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-11,"7,7",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-12,"0,0",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-13,"5,9",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-14,"8,4",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-15 00:00:00,"6,0",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-16 00:00:00,"1,0",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-17 00:00:00,"3,9",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-18 00:00:00,"3,7",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-19 00:00:00,"0,0",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-20 00:00:00,"1,6",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-21 00:00:00,"0,0",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-22 00:00:00,"0,2",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-23 00:00:00,"0,0",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-24 00:00:00,"0,0",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-25 00:00:00,"7,0",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-26 00:00:00,"0,8",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-27 00:00:00,"6,0",43.30638888888888,-2.041111111111111
1024E,GIPUZKOA,"DONOSTIA / SAN SEBASTIÁN, IGELDO",250,2025-12-28 00:00:00,"6,7",43.30638888888888,-2.041111111111111
1082,BIZKAIA,BILBAO AEROPUERTO,42,2025-12-29 00:00:00,"8,2",43.29805555555556,-2.906388888888889
1082,BIZKAIA,BILBAO AEROPUERTO,42,2025-12-30 00:00:00,"0,0",43.29805555555556,-2.906388888888889
1082,BIZKAIA,BILBAO AEROPUERTO,42,2025-12-31 00:00:00,"0,2",43.29805555555556,-2.906388888888889
1082,BIZKAIA,BILBAO AEROPUERTO,42,2025-12-01,"5,4",43.29805555555556,-2.906388888888889
1082,BIZKAIA,BILBAO AEROPUERTO,42,2025-12-02,"5,7",43.29805555555556,-2.906388888888889
1082,BIZKAIA,BILBAO AEROPUERTO,42,2025-12-03,"0,0",43.29805555555556,-2.906388888888889
1082,BIZKAIA,BILBAO AEROPUERTO,42,2025-12-04,"0,8",43.29805555555556,-2.906388888888889
1082,BIZKAIA,BILBAO AEROPUERTO,42,2025-12-05,"0,7",43.29805555555556,-2.906388888888889
1082,BIZKAIA,BILBAO AEROPUERTO,42,2025-12-06,"0,0",43.29805555555556,-2.906388888888889
1082,BIZKAIA,BILBAO AEROPUERTO,42,2025-12-07,"5,6",43.29805555555556,-2.906388888888889
